file_name,category,target,quality,condition
2_30.png,Perfect,lines,high,AI Many
10_07.png,Nearly Perfect,lines,medium,AI Many
10_09.png,Nearly Perfect,lines,medium,AI Many
10_10.png,Nearly Perfect,lines,medium,AI Many
10_21.png,Nearly Perfect,lines,medium,AI Many
2_14.png,Nearly Perfect,lines,medium,AI Many
2_16.png,Nearly Perfect,lines,medium,AI Many
10_08.png,Needs significant improvement,lines,medium,AI Many
10_16.png,Needs significant improvement,lines,medium,AI Many
10_26.png,Needs significant improvement,lines,medium,AI Many
2_13.png,Needs significant improvement,lines,medium,AI Many
2_20.png,Needs significant improvement,lines,medium,AI Many
2_22.png,Needs significant improvement,lines,medium,AI Many
1_19.png,Not usable,lines,medium,AI Many
1_20.png,Not usable,lines,medium,AI Many
1_24.png,Not usable,lines,medium,AI Many
1_31.png,Not usable,lines,medium,AI Many
10_06.png,Not usable,lines,medium,AI Many
10_19.png,Not usable,lines,medium,AI Many
10_22.png,Not usable,lines,medium,AI Many
10_23.png,Not usable,lines,medium,AI Many
10_24.png,Not usable,lines,medium,AI Many
10_25.png,Not usable,lines,medium,AI Many
10_30.png,Not usable,lines,medium,AI Many
10_36.png,Not usable,lines,medium,AI Many
2_10.png,Not usable,lines,medium,AI Many
2_27.png,Not usable,lines,medium,AI Many
10_02.png,Passable,lines,medium,AI Many
10_04.png,Passable,lines,medium,AI Many
10_11.png,Passable,lines,medium,AI Many
10_13.png,Passable,lines,medium,AI Many
10_14.png,Passable,lines,medium,AI Many
10_18.png,Passable,lines,medium,AI Many
10_29.png,Passable,lines,medium,AI Many
2_05.png,Passable,lines,medium,AI Many
2_11.png,Passable,lines,medium,AI Many
2_19.png,Passable,lines,medium,AI Many
2_23.png,Passable,lines,medium,AI Many
2_25.png,Passable,lines,medium,AI Many
10_01.png,Perfect,lines,medium,AI Many
10_03.png,Perfect,lines,medium,AI Many
10_05.png,Perfect,lines,medium,AI Many
10_12.png,Perfect,lines,medium,AI Many
10_15.png,Perfect,lines,medium,AI Many
10_17.png,Perfect,lines,medium,AI Many
10_20.png,Perfect,lines,medium,AI Many
10_27.png,Perfect,lines,medium,AI Many
10_28.png,Perfect,lines,medium,AI Many
10_31.png,Perfect,lines,medium,AI Many
10_32.png,Perfect,lines,medium,AI Many
10_33.png,Perfect,lines,medium,AI Many
10_34.png,Perfect,lines,medium,AI Many
10_35.png,Perfect,lines,medium,AI Many
2_01.png,Perfect,lines,medium,AI Many
2_03.png,Perfect,lines,medium,AI Many
2_04.png,Perfect,lines,medium,AI Many
2_06.png,Perfect,lines,medium,AI Many
2_07.png,Perfect,lines,medium,AI Many
2_08.png,Perfect,lines,medium,AI Many
2_09.png,Perfect,lines,medium,AI Many
2_12.png,Perfect,lines,medium,AI Many
2_15.png,Perfect,lines,medium,AI Many
2_17.png,Perfect,lines,medium,AI Many
2_18.png,Perfect,lines,medium,AI Many
2_21.png,Perfect,lines,medium,AI Many
2_24.png,Perfect,lines,medium,AI Many
2_30.png,Perfect,lines,medium,AI Many
2_35.png,Perfect,lines,medium,AI Many
01_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
02_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
03_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
04_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
05_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
06_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
07_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
08_2880x2880.png,Nearly Perfect,circle,high,AI simple Anti AI
01_2880x2880.png,Perfect,circle,high,AI simple Anti AI
02_2880x2880.png,Perfect,circle,high,AI simple Anti AI
03_2880x2880.png,Perfect,circle,high,AI simple Anti AI
04_2880x2880.png,Perfect,circle,high,AI simple Anti AI
16_2880x2880.png,Perfect,circle,high,AI simple Anti AI
17_2880x2880.png,Perfect,circle,high,AI simple Anti AI
18_2880x2880.png,Perfect,circle,high,AI simple Anti AI
19_2880x2880.png,Perfect,circle,high,AI simple Anti AI
20_2880x2880.png,Perfect,circle,high,AI simple Anti AI
21_2880x2880.png,Perfect,circle,high,AI simple Anti AI
22_2880x2880.png,Perfect,circle,high,AI simple Anti AI
23_2880x2880.png,Perfect,circle,high,AI simple Anti AI
24_2880x2880.png,Perfect,circle,high,AI simple Anti AI
25_2880x2880.png,Perfect,circle,high,AI simple Anti AI
26_2880x2880.png,Perfect,circle,high,AI simple Anti AI
27_2880x2880.png,Perfect,circle,high,AI simple Anti AI
28_2880x2880.png,Perfect,circle,high,AI simple Anti AI
09_2880x2880.png,Nearly Perfect,circle,medium,AI simple Anti AI
10_2880x2880.png,Nearly Perfect,circle,medium,AI simple Anti AI
11_2880x2880.png,Nearly Perfect,circle,medium,AI simple Anti AI
12_2880x2880.png,Nearly Perfect,circle,medium,AI simple Anti AI
13_2880x2880.png,Nearly Perfect,circle,medium,AI simple Anti AI
05_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
06_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
07_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
08_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
09_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
10_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
11_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
12_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
13_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
14_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
15_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
29_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
30_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
31_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
32_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
33_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
34_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
35_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
36_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
37_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
38_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
39_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
40_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
41_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
42_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
43_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
44_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
45_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
46_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
47_2880x2880.png,Perfect,circle,medium,AI simple Anti AI
01_2880x2880.png,Nearly Perfect,lines,high,AI simple Anti AI
02_2880x2880.png,Nearly Perfect,lines,high,AI simple Anti AI
03_2880x2880.png,Nearly Perfect,lines,high,AI simple Anti AI
04_2880x2880.png,Nearly Perfect,lines,high,AI simple Anti AI
01_2880x2880.png,Not usable,lines,high,AI simple Anti AI
02_2880x2880.png,Not usable,lines,high,AI simple Anti AI
03_2880x2880.png,Not usable,lines,high,AI simple Anti AI
04_2880x2880.png,Not usable,lines,high,AI simple Anti AI
05_2880x2880.png,Not usable,lines,high,AI simple Anti AI
01_2880x2880.png,Passable,lines,high,AI simple Anti AI
02_2880x2880.png,Passable,lines,high,AI simple Anti AI
03_2880x2880.png,Passable,lines,high,AI simple Anti AI
04_2880x2880.png,Passable,lines,high,AI simple Anti AI
01_2880x2880.png,Perfect,lines,high,AI simple Anti AI
02_2880x2880.png,Perfect,lines,high,AI simple Anti AI
03_2880x2880.png,Perfect,lines,high,AI simple Anti AI
04_2880x2880.png,Perfect,lines,high,AI simple Anti AI
05_2880x2880.png,Perfect,lines,high,AI simple Anti AI
06_2880x2880.png,Perfect,lines,high,AI simple Anti AI
07_2880x2880.png,Perfect,lines,high,AI simple Anti AI
08_2880x2880.png,Perfect,lines,high,AI simple Anti AI
09_2880x2880.png,Perfect,lines,high,AI simple Anti AI
10_2880x2880.png,Perfect,lines,high,AI simple Anti AI
11_2880x2880.png,Perfect,lines,high,AI simple Anti AI
12_2880x2880.png,Perfect,lines,high,AI simple Anti AI
13_2880x2880.png,Perfect,lines,high,AI simple Anti AI
14_2880x2880.png,Perfect,lines,high,AI simple Anti AI
15_2880x2880.png,Perfect,lines,high,AI simple Anti AI
05_2880x2880.png,Nearly Perfect,lines,medium,AI simple Anti AI
06_2880x2880.png,Nearly Perfect,lines,medium,AI simple Anti AI
07_2880x2880.png,Nearly Perfect,lines,medium,AI simple Anti AI
08_2880x2880.png,Nearly Perfect,lines,medium,AI simple Anti AI
09_2880x2880.png,Nearly Perfect,lines,medium,AI simple Anti AI
10_2880x2880.png,Nearly Perfect,lines,medium,AI simple Anti AI
11_2880x2880.png,Nearly Perfect,lines,medium,AI simple Anti AI
05_2880x2880.png,Passable,lines,medium,AI simple Anti AI
06_2880x2880.png,Passable,lines,medium,AI simple Anti AI
16_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
17_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
18_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
19_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
20_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
21_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
22_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
23_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
24_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
25_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
26_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
27_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
28_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
29_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
30_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
31_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
32_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
33_2880x2880.png,Perfect,lines,medium,AI simple Anti AI
