rid,raterId,ratingIndex,pid,week,condition,word,source,path,wordAccuracy,wordPrecision,creativity,weirdness,submittedAt
R001,5c258d9a3217420001e6bdf4,15,,,,Business,ai_many,word_many_images/BUSINESS/09.png,6,7,3,2,2026-08-03T13:29:38.411000+00:00
R001,5c258d9a3217420001e6bdf4,16,,,,Competition,ai_many,word_many_images/COMPETITION/21.png,7,8,2,2,2026-08-03T13:29:47.830000+00:00
R001,5c258d9a3217420001e6bdf4,17,,,,Portal,ai_many,word_many_images/PORTAL/16.png,1,1,9,9,2026-08-03T13:29:53.170000+00:00
R001,5c258d9a3217420001e6bdf4,18,,,,Magic,ai_many,word_many_images/MAGIC/19.png,1,1,10,9,2026-08-03T13:29:58.330000+00:00
R001,5c258d9a3217420001e6bdf4,19,,,,Energy,ai_many,word_many_images/ENERGY/30.png,3,3,5,7,2026-08-03T13:30:04.045000+00:00
R001,5c258d9a3217420001e6bdf4,20,,,,Protection,ai_many,word_many_images/PROTECTION/26.png,1,2,9,7,2026-08-03T13:30:10.612000+00:00
R001,5c258d9a3217420001e6bdf4,21,,,,Aversion,ai_many,word_many_images/AVERSION/10.png,5,6,5,3,2026-08-03T13:30:16.569000+00:00
R001,5c258d9a3217420001e6bdf4,22,,,,Portal,ai_many,word_many_images/PORTAL/11.png,1,1,10,10,2026-08-03T13:30:21.592000+00:00
R001,5c258d9a3217420001e6bdf4,23,,,,Accident,ai_many,word_many_images/ACCIDENT/24.png,1,2,8,7,2026-08-03T13:30:26.416000+00:00
R001,5c258d9a3217420001e6bdf4,24,,,,Disease,ai_many,word_many_images/DISEASE/25.png,1,1,10,10,2026-08-03T13:30:34.573000+00:00
R001,5c258d9a3217420001e6bdf4,25,,,,Journey,ai_many,word_many_images/JOURNEY/04.png,3,2,5,7,2026-08-03T13:30:39.618000+00:00
R001,5c258d9a3217420001e6bdf4,26,,,,Servant,ai_many,word_many_images/SERVANT/07.png,7,6,4,6,2026-08-03T13:30:45.235000+00:00
R001,5c258d9a3217420001e6bdf4,27,,,,Vision,ai_many,word_many_images/VISION/34.png,1,1,8,8,2026-08-03T13:30:49.974000+00:00
R001,5c258d9a3217420001e6bdf4,28,,,,Struggle,ai_many,word_many_images/STRUGGLE/17.png,2,2,8,8,2026-08-03T13:30:55.289000+00:00
R001,5c258d9a3217420001e6bdf4,29,,,,Desire,ai_many,word_many_images/DESIRE/17.png,1,1,9,8,2026-08-03T13:31:01.789000+00:00
R001,5c258d9a3217420001e6bdf4,30,,,,Darkness,ai_many,word_many_images/DARKNESS/06.png,1,1,10,10,2026-08-03T13:31:06.776000+00:00
R001,5c258d9a3217420001e6bdf4,31,,,,Disease,ai_many,word_many_images/DISEASE/02.png,2,1,8,9,2026-08-03T13:31:11.457000+00:00
R001,5c258d9a3217420001e6bdf4,32,,,,Desire,ai_many,word_many_images/DESIRE/34.png,1,1,9,8,2026-08-03T13:31:16.690000+00:00
R001,5c258d9a3217420001e6bdf4,33,,,,Competition,ai_many,word_many_images/COMPETITION/32.png,2,1,7,8,2026-08-03T13:31:21.532000+00:00
R001,5c258d9a3217420001e6bdf4,34,,,,Servant,ai_many,word_many_images/SERVANT/22.png,1,1,10,10,2026-08-03T13:31:26.850000+00:00
R001,5c258d9a3217420001e6bdf4,35,,,,Journey,ai_many,word_many_images/JOURNEY/16.png,7,8,2,3,2026-08-03T13:31:31.493000+00:00
R004,5ece74b876016723f3aa9b13jhuy,0,,,,Desire,ai_many,word_many_images/DESIRE/10.png,9,5,6,5,2026-08-02T20:28:21.490000+00:00
R004,5ece74b876016723f3aa9b13jhuy,1,,,,Competition,ai_many,word_many_images/COMPETITION/20.png,7,1,8,3,2026-08-02T20:28:38.046000+00:00
R005,5ff4a242cbe069bc27d9278b,0,P050,week1,,Business,participant,metaphor_drawings/BUSINESS/698255449bd7328c5ea958d9_week1_4_business.png,3,4,9,8,2026-08-04T14:18:47.371000+00:00
R005,5ff4a242cbe069bc27d9278b,1,P053,week1,,Disease,participant,metaphor_drawings/DISEASE/698350e995dad954ab02fd5d_week1_1_disease.png,8,6,4,3,2026-08-04T14:19:03.401000+00:00
R005,5ff4a242cbe069bc27d9278b,2,P082,week1,,Competition,participant,metaphor_drawings/COMPETITION/6a33b09ff82320e683ac7afa_week1_4_competition.png,3,1,9,7,2026-08-04T14:19:18.625000+00:00
R005,5ff4a242cbe069bc27d9278b,3,P024,week1,,Servant,participant,metaphor_drawings/SERVANT/66880186d4635804ab560862_week1_2_servant.png,8,9,4,2,2026-08-04T14:19:30.815000+00:00
R005,5ff4a242cbe069bc27d9278b,4,P082,week1,,Protection,participant,metaphor_drawings/PROTECTION/6a33b09ff82320e683ac7afa_week1_1_protection.png,6,7,5,3,2026-08-04T14:19:41.097000+00:00
R005,5ff4a242cbe069bc27d9278b,5,P071,week1,,Servant,participant,metaphor_drawings/SERVANT/69f23d475d7d045f5cb57993_week1_2_servant.png,3,2,9,8,2026-08-04T14:19:57.595000+00:00
R005,5ff4a242cbe069bc27d9278b,6,P076,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/6a17ef7a42d9430a6ce702b3_week1_2_contamination.png,6,4,8,7,2026-08-04T14:20:09.306000+00:00
R005,5ff4a242cbe069bc27d9278b,7,P057,week1,,Aversion,participant,metaphor_drawings/AVERSION/698e5461d72a0b9a133b379a_week1_2_aversion.png,6,7,4,3,2026-08-04T14:20:18.736000+00:00
R005,5ff4a242cbe069bc27d9278b,8,P015,week1,,Struggle,participant,metaphor_drawings/STRUGGLE/612aad0cb69fa8ecd2f6edd8_week1_2_struggle.png,1,1,10,9,2026-08-04T14:20:29.227000+00:00
R005,5ff4a242cbe069bc27d9278b,9,P082,week1,,Darkness,participant,metaphor_drawings/DARKNESS/6a33b09ff82320e683ac7afa_week1_0_darkness.png,3,3,7,6,2026-08-04T14:20:47.059000+00:00
R005,5ff4a242cbe069bc27d9278b,10,P076,week1,,Accident,participant,metaphor_drawings/ACCIDENT/6a17ef7a42d9430a6ce702b3_week1_3_accident.png,5,6,4,4,2026-08-04T14:21:01.079000+00:00
R005,5ff4a242cbe069bc27d9278b,11,P071,week1,,Accident,participant,metaphor_drawings/ACCIDENT/69f23d475d7d045f5cb57993_week1_0_accident.png,9,10,1,1,2026-08-04T14:21:10.083000+00:00
R005,5ff4a242cbe069bc27d9278b,12,P082,week1,,Energy,participant,metaphor_drawings/ENERGY/6a33b09ff82320e683ac7afa_week1_2_energy.png,3,2,8,8,2026-08-04T14:21:23.877000+00:00
R005,5ff4a242cbe069bc27d9278b,13,P062,week1,,Desire,participant,metaphor_drawings/DESIRE/69ab62b5d67a8a365b4422dc_week1_0_desire.png,6,7,5,3,2026-08-04T14:21:34.122000+00:00
R005,5ff4a242cbe069bc27d9278b,14,P062,week1,,Control,participant,metaphor_drawings/CONTROL/69ab62b5d67a8a365b4422dc_week1_4_control.png,5,6,5,3,2026-08-04T14:21:46.185000+00:00
R005,5ff4a242cbe069bc27d9278b,15,P013,week1,,Abyss,participant,metaphor_drawings/ABYSS/5f3bea0ce3bf58978b8978a6_week1_1_abyss.png,5,6,4,5,2026-08-04T14:21:58.629000+00:00
R005,5ff4a242cbe069bc27d9278b,16,P013,week1,,Accident,participant,metaphor_drawings/ACCIDENT/5f3bea0ce3bf58978b8978a6_week1_2_accident.png,8,8,1,1,2026-08-04T14:22:08.083000+00:00
R005,5ff4a242cbe069bc27d9278b,17,P057,week1,,Struggle,participant,metaphor_drawings/STRUGGLE/698e5461d72a0b9a133b379a_week1_1_struggle.png,2,1,9,8,2026-08-04T14:22:18.793000+00:00
R005,5ff4a242cbe069bc27d9278b,18,P015,week1,,Abyss,participant,metaphor_drawings/ABYSS/612aad0cb69fa8ecd2f6edd8_week1_4_abyss.png,5,5,4,4,2026-08-04T14:22:31.089000+00:00
R005,5ff4a242cbe069bc27d9278b,19,P015,week1,,Portal,participant,metaphor_drawings/PORTAL/612aad0cb69fa8ecd2f6edd8_week1_0_portal.png,5,4,5,6,2026-08-04T14:22:41.477000+00:00
R005,5ff4a242cbe069bc27d9278b,20,P071,week1,,Desire,participant,metaphor_drawings/DESIRE/69f23d475d7d045f5cb57993_week1_1_desire.png,7,7,3,3,2026-08-04T14:22:52.491000+00:00
R005,5ff4a242cbe069bc27d9278b,21,P065,week1,,Energy,participant,metaphor_drawings/ENERGY/69aeee44187fdda005ab835b_week1_1_energy.png,6,6,5,4,2026-08-04T14:23:07.223000+00:00
R005,5ff4a242cbe069bc27d9278b,22,P057,week1,,Magic,participant,metaphor_drawings/MAGIC/698e5461d72a0b9a133b379a_week1_4_magic.png,6,6,4,3,2026-08-04T14:23:18.216000+00:00
R005,5ff4a242cbe069bc27d9278b,23,P053,week1,,Aversion,participant,metaphor_drawings/AVERSION/698350e995dad954ab02fd5d_week1_4_aversion.png,2,1,9,9,2026-08-04T14:23:28.880000+00:00
R005,5ff4a242cbe069bc27d9278b,24,P050,week1,,Control,participant,metaphor_drawings/CONTROL/698255449bd7328c5ea958d9_week1_0_control.png,3,2,9,8,2026-08-04T14:23:40.201000+00:00
R005,5ff4a242cbe069bc27d9278b,25,P015,week1,,Business,participant,metaphor_drawings/BUSINESS/612aad0cb69fa8ecd2f6edd8_week1_1_business.png,8,9,4,3,2026-08-04T14:23:58.241000+00:00
R005,5ff4a242cbe069bc27d9278b,26,P062,week1,,Disease,participant,metaphor_drawings/DISEASE/69ab62b5d67a8a365b4422dc_week1_2_disease.png,10,10,1,1,2026-08-04T14:24:07.807000+00:00
R005,5ff4a242cbe069bc27d9278b,27,P013,week1,,Vision,participant,metaphor_drawings/VISION/5f3bea0ce3bf58978b8978a6_week1_3_vision.png,6,7,4,4,2026-08-04T14:24:14.587000+00:00
R005,5ff4a242cbe069bc27d9278b,28,P024,week1,,Vision,participant,metaphor_drawings/VISION/66880186d4635804ab560862_week1_1_vision.png,3,2,7,6,2026-08-04T14:24:26.191000+00:00
R005,5ff4a242cbe069bc27d9278b,29,P053,week1,,Business,participant,metaphor_drawings/BUSINESS/698350e995dad954ab02fd5d_week1_2_business.png,5,4,7,6,2026-08-04T14:24:35.272000+00:00
R005,5ff4a242cbe069bc27d9278b,30,P013,week1,,Competition,participant,metaphor_drawings/COMPETITION/5f3bea0ce3bf58978b8978a6_week1_0_competition.png,4,3,6,6,2026-08-04T14:24:49.130000+00:00
R005,5ff4a242cbe069bc27d9278b,31,P024,week1,,Accident,participant,metaphor_drawings/ACCIDENT/66880186d4635804ab560862_week1_0_accident.png,2,1,5,7,2026-08-04T14:25:02.098000+00:00
R005,5ff4a242cbe069bc27d9278b,32,P076,week1,,Vision,participant,metaphor_drawings/VISION/6a17ef7a42d9430a6ce702b3_week1_0_vision.png,7,8,3,3,2026-08-04T14:25:11.946000+00:00
R005,5ff4a242cbe069bc27d9278b,33,P076,week1,,Servant,participant,metaphor_drawings/SERVANT/6a17ef7a42d9430a6ce702b3_week1_1_servant.png,5,4,6,6,2026-08-04T14:25:31.029000+00:00
R005,5ff4a242cbe069bc27d9278b,34,P024,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/66880186d4635804ab560862_week1_3_contamination.png,5,5,6,6,2026-08-04T14:25:41.321000+00:00
R005,5ff4a242cbe069bc27d9278b,35,P071,week1,,Portal,participant,metaphor_drawings/PORTAL/69f23d475d7d045f5cb57993_week1_3_portal.png,7,8,4,3,2026-08-04T14:25:50.803000+00:00
R006,603a293ee62ae15da2674441,0,P030,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/66ed3470848a6d95128ef46e_week1_4_contamination.png,6,5,8,9,2026-08-02T16:32:14.921000+00:00
R006,603a293ee62ae15da2674441,1,P062,week1,,Desire,participant,metaphor_drawings/DESIRE/69ab62b5d67a8a365b4422dc_week1_0_desire.png,9,4,4,3,2026-08-02T16:32:28.658000+00:00
R006,603a293ee62ae15da2674441,2,P015,week1,,Struggle,participant,metaphor_drawings/STRUGGLE/612aad0cb69fa8ecd2f6edd8_week1_2_struggle.png,8,5,3,8,2026-08-02T16:33:07.994000+00:00
R006,603a293ee62ae15da2674441,3,P053,week1,,Disease,participant,metaphor_drawings/DISEASE/698350e995dad954ab02fd5d_week1_1_disease.png,6,4,4,7,2026-08-02T16:33:17.106000+00:00
R006,603a293ee62ae15da2674441,4,P030,week1,,Business,participant,metaphor_drawings/BUSINESS/66ed3470848a6d95128ef46e_week1_0_business.png,3,2,2,7,2026-08-02T16:33:47.679000+00:00
R006,603a293ee62ae15da2674441,5,P053,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/698350e995dad954ab02fd5d_week1_0_contamination.png,6,4,3,8,2026-08-02T16:33:56.766000+00:00
R006,603a293ee62ae15da2674441,6,P065,week1,,Energy,participant,metaphor_drawings/ENERGY/69aeee44187fdda005ab835b_week1_1_energy.png,7,4,4,6,2026-08-02T16:34:14.432000+00:00
R006,603a293ee62ae15da2674441,7,P050,week1,,Control,participant,metaphor_drawings/CONTROL/698255449bd7328c5ea958d9_week1_0_control.png,8,4,4,5,2026-08-02T16:34:58.474000+00:00
R006,603a293ee62ae15da2674441,8,P003,week1,,Servant,participant,metaphor_drawings/SERVANT/5b94fffdaa1729000192a770_week1_2_servant.png,9,3,3,4,2026-08-02T16:35:29.087000+00:00
R006,603a293ee62ae15da2674441,9,P065,week1,,Accident,participant,metaphor_drawings/ACCIDENT/69aeee44187fdda005ab835b_week1_0_accident.png,8,4,5,5,2026-08-02T16:35:46.083000+00:00
R006,603a293ee62ae15da2674441,10,P062,week1,,Control,participant,metaphor_drawings/CONTROL/69ab62b5d67a8a365b4422dc_week1_4_control.png,10,4,3,4,2026-08-02T16:36:04.130000+00:00
R006,603a293ee62ae15da2674441,11,P030,week1,,Portal,participant,metaphor_drawings/PORTAL/66ed3470848a6d95128ef46e_week1_2_portal.png,9,4,4,6,2026-08-02T16:36:14.732000+00:00
R006,603a293ee62ae15da2674441,12,P057,week1,,Struggle,participant,metaphor_drawings/STRUGGLE/698e5461d72a0b9a133b379a_week1_1_struggle.png,9,4,3,6,2026-08-02T16:36:42.748000+00:00
R006,603a293ee62ae15da2674441,13,P082,week1,,Competition,participant,metaphor_drawings/COMPETITION/6a33b09ff82320e683ac7afa_week1_4_competition.png,9,3,5,8,2026-08-02T16:36:49.773000+00:00
R006,603a293ee62ae15da2674441,14,P082,week1,,Energy,participant,metaphor_drawings/ENERGY/6a33b09ff82320e683ac7afa_week1_2_energy.png,5,3,3,9,2026-08-02T16:37:05.956000+00:00
R006,603a293ee62ae15da2674441,15,P015,week1,,Abyss,participant,metaphor_drawings/ABYSS/612aad0cb69fa8ecd2f6edd8_week1_4_abyss.png,8,2,3,9,2026-08-02T16:37:15.129000+00:00
R006,603a293ee62ae15da2674441,16,P003,week1,,Vision,participant,metaphor_drawings/VISION/5b94fffdaa1729000192a770_week1_0_vision.png,9,5,2,3,2026-08-02T16:37:54.783000+00:00
R006,603a293ee62ae15da2674441,17,P057,week1,,Aversion,participant,metaphor_drawings/AVERSION/698e5461d72a0b9a133b379a_week1_2_aversion.png,7,5,4,6,2026-08-02T16:38:02.849000+00:00
R006,603a293ee62ae15da2674441,18,P065,week1,,Portal,participant,metaphor_drawings/PORTAL/69aeee44187fdda005ab835b_week1_4_portal.png,4,3,3,6,2026-08-02T16:38:09.606000+00:00
R006,603a293ee62ae15da2674441,19,P053,week1,,Business,participant,metaphor_drawings/BUSINESS/698350e995dad954ab02fd5d_week1_2_business.png,8,4,4,4,2026-08-02T16:38:16.554000+00:00
R006,603a293ee62ae15da2674441,20,P082,week1,,Protection,participant,metaphor_drawings/PROTECTION/6a33b09ff82320e683ac7afa_week1_1_protection.png,9,3,4,6,2026-08-02T16:38:37.194000+00:00
R006,603a293ee62ae15da2674441,21,P082,week1,,Darkness,participant,metaphor_drawings/DARKNESS/6a33b09ff82320e683ac7afa_week1_0_darkness.png,6,2,2,5,2026-08-02T16:38:47.407000+00:00
R006,603a293ee62ae15da2674441,22,P003,week1,,Aversion,participant,metaphor_drawings/AVERSION/5b94fffdaa1729000192a770_week1_1_aversion.png,6,4,6,7,2026-08-02T16:39:36.891000+00:00
R006,603a293ee62ae15da2674441,23,P057,week1,,Magic,participant,metaphor_drawings/MAGIC/698e5461d72a0b9a133b379a_week1_4_magic.png,9,3,3,6,2026-08-02T16:39:42.617000+00:00
R006,603a293ee62ae15da2674441,24,P062,week1,,Disease,participant,metaphor_drawings/DISEASE/69ab62b5d67a8a365b4422dc_week1_2_disease.png,9,8,2,4,2026-08-02T16:39:50.691000+00:00
R006,603a293ee62ae15da2674441,25,P050,week1,,Vision,participant,metaphor_drawings/VISION/698255449bd7328c5ea958d9_week1_2_vision.png,4,3,2,6,2026-08-02T16:40:06.416000+00:00
R006,603a293ee62ae15da2674441,26,P030,week1,,Abyss,participant,metaphor_drawings/ABYSS/66ed3470848a6d95128ef46e_week1_1_abyss.png,8,3,4,8,2026-08-02T16:40:12.941000+00:00
R007,610ba90131eb1a27f1b6ec8c,0,P082,week1,,Protection,participant,metaphor_drawings/PROTECTION/6a33b09ff82320e683ac7afa_week1_1_protection.png,7,1,8,6,2026-08-02T16:31:11.981000+00:00
R007,610ba90131eb1a27f1b6ec8c,1,P057,week1,,Magic,participant,metaphor_drawings/MAGIC/698e5461d72a0b9a133b379a_week1_4_magic.png,8,6,2,2,2026-08-02T16:31:25.354000+00:00
R007,610ba90131eb1a27f1b6ec8c,2,P003,week1,,Servant,participant,metaphor_drawings/SERVANT/5b94fffdaa1729000192a770_week1_2_servant.png,4,2,10,8,2026-08-02T16:31:38.563000+00:00
R007,610ba90131eb1a27f1b6ec8c,3,P057,week1,,Business,participant,metaphor_drawings/BUSINESS/698e5461d72a0b9a133b379a_week1_0_business.png,7,4,6,4,2026-08-02T16:32:24.637000+00:00
R007,610ba90131eb1a27f1b6ec8c,4,P082,week1,,Competition,participant,metaphor_drawings/COMPETITION/6a33b09ff82320e683ac7afa_week1_4_competition.png,1,10,10,10,2026-08-02T16:32:37.697000+00:00
R007,610ba90131eb1a27f1b6ec8c,5,P057,week1,,Struggle,participant,metaphor_drawings/STRUGGLE/698e5461d72a0b9a133b379a_week1_1_struggle.png,5,7,9,6,2026-08-02T16:32:48.237000+00:00
R007,610ba90131eb1a27f1b6ec8c,6,P062,week1,,Control,participant,metaphor_drawings/CONTROL/69ab62b5d67a8a365b4422dc_week1_4_control.png,7,5,6,6,2026-08-02T16:33:01.010000+00:00
R007,610ba90131eb1a27f1b6ec8c,7,P030,week1,,Business,participant,metaphor_drawings/BUSINESS/66ed3470848a6d95128ef46e_week1_0_business.png,1,1,10,6,2026-08-02T16:33:13.675000+00:00
R007,610ba90131eb1a27f1b6ec8c,8,P065,week1,,Energy,participant,metaphor_drawings/ENERGY/69aeee44187fdda005ab835b_week1_1_energy.png,8,4,5,3,2026-08-02T16:33:25.906000+00:00
R007,610ba90131eb1a27f1b6ec8c,9,P050,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/698255449bd7328c5ea958d9_week1_1_contamination.png,1,1,10,10,2026-08-02T16:34:07.723000+00:00
R007,610ba90131eb1a27f1b6ec8c,10,P082,week1,,Energy,participant,metaphor_drawings/ENERGY/6a33b09ff82320e683ac7afa_week1_2_energy.png,1,1,10,8,2026-08-02T16:34:16.553000+00:00
R007,610ba90131eb1a27f1b6ec8c,11,P053,week1,,Disease,participant,metaphor_drawings/DISEASE/698350e995dad954ab02fd5d_week1_1_disease.png,7,4,9,5,2026-08-02T16:34:28.537000+00:00
R007,610ba90131eb1a27f1b6ec8c,12,P053,week1,,Aversion,participant,metaphor_drawings/AVERSION/698350e995dad954ab02fd5d_week1_4_aversion.png,1,5,4,8,2026-08-02T16:34:49.875000+00:00
R007,610ba90131eb1a27f1b6ec8c,13,P062,week1,,Desire,participant,metaphor_drawings/DESIRE/69ab62b5d67a8a365b4422dc_week1_0_desire.png,9,5,5,1,2026-08-02T16:35:03.451000+00:00
R007,610ba90131eb1a27f1b6ec8c,14,P062,week1,,Portal,participant,metaphor_drawings/PORTAL/69ab62b5d67a8a365b4422dc_week1_1_portal.png,10,8,4,1,2026-08-02T16:35:22.407000+00:00
R007,610ba90131eb1a27f1b6ec8c,15,P065,week1,,Accident,participant,metaphor_drawings/ACCIDENT/69aeee44187fdda005ab835b_week1_0_accident.png,7,5,3,1,2026-08-02T16:35:41.053000+00:00
R007,610ba90131eb1a27f1b6ec8c,16,P082,week1,,Darkness,participant,metaphor_drawings/DARKNESS/6a33b09ff82320e683ac7afa_week1_0_darkness.png,7,1,6,1,2026-08-02T16:35:54.588000+00:00
R007,610ba90131eb1a27f1b6ec8c,17,P015,week1,,Struggle,participant,metaphor_drawings/STRUGGLE/612aad0cb69fa8ecd2f6edd8_week1_2_struggle.png,7,8,4,2,2026-08-02T16:36:16.840000+00:00
R007,610ba90131eb1a27f1b6ec8c,18,P065,week1,,Portal,participant,metaphor_drawings/PORTAL/69aeee44187fdda005ab835b_week1_4_portal.png,3,2,9,5,2026-08-02T16:36:28.490000+00:00
R007,610ba90131eb1a27f1b6ec8c,19,P015,week1,,Abyss,participant,metaphor_drawings/ABYSS/612aad0cb69fa8ecd2f6edd8_week1_4_abyss.png,6,9,6,5,2026-08-02T16:36:37.872000+00:00
R007,610ba90131eb1a27f1b6ec8c,20,P003,week1,,Aversion,participant,metaphor_drawings/AVERSION/5b94fffdaa1729000192a770_week1_1_aversion.png,8,8,1,2,2026-08-02T16:36:51.166000+00:00
R007,610ba90131eb1a27f1b6ec8c,21,P003,week1,,Vision,participant,metaphor_drawings/VISION/5b94fffdaa1729000192a770_week1_0_vision.png,9,1,1,1,2026-08-02T16:37:09.172000+00:00
R007,610ba90131eb1a27f1b6ec8c,22,P030,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/66ed3470848a6d95128ef46e_week1_4_contamination.png,1,1,10,10,2026-08-02T16:37:19.843000+00:00
R007,610ba90131eb1a27f1b6ec8c,23,P065,week1,,Vision,participant,metaphor_drawings/VISION/69aeee44187fdda005ab835b_week1_2_vision.png,1,1,10,8,2026-08-02T16:37:27.156000+00:00
R007,610ba90131eb1a27f1b6ec8c,24,P030,week1,,Abyss,participant,metaphor_drawings/ABYSS/66ed3470848a6d95128ef46e_week1_1_abyss.png,6,3,9,5,2026-08-02T16:37:38.453000+00:00
R007,610ba90131eb1a27f1b6ec8c,25,P050,week1,,Control,participant,metaphor_drawings/CONTROL/698255449bd7328c5ea958d9_week1_0_control.png,2,6,10,9,2026-08-02T16:38:02.440000+00:00
R007,610ba90131eb1a27f1b6ec8c,26,P062,week1,,Disease,participant,metaphor_drawings/DISEASE/69ab62b5d67a8a365b4422dc_week1_2_disease.png,10,10,1,1,2026-08-02T16:38:11.549000+00:00
R008,616a8502cf9f59ac63569662,0,P062,week1,,Desire,participant,metaphor_drawings/DESIRE/69ab62b5d67a8a365b4422dc_week1_0_desire.png,7,1,6,6,2026-08-02T16:43:55.524000+00:00
R008,616a8502cf9f59ac63569662,1,P053,week1,,Aversion,participant,metaphor_drawings/AVERSION/698350e995dad954ab02fd5d_week1_4_aversion.png,1,10,10,1,2026-08-02T16:44:21.953000+00:00
R008,616a8502cf9f59ac63569662,2,P053,week1,,Disease,participant,metaphor_drawings/DISEASE/698350e995dad954ab02fd5d_week1_1_disease.png,8,1,1,1,2026-08-02T16:45:01.612000+00:00
R008,616a8502cf9f59ac63569662,3,P015,week1,,Portal,participant,metaphor_drawings/PORTAL/612aad0cb69fa8ecd2f6edd8_week1_0_portal.png,10,10,1,1,2026-08-02T16:45:34.806000+00:00
R008,616a8502cf9f59ac63569662,4,P030,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/66ed3470848a6d95128ef46e_week1_4_contamination.png,1,1,10,10,2026-08-02T16:46:27.753000+00:00
R008,616a8502cf9f59ac63569662,5,P003,week1,,Struggle,participant,metaphor_drawings/STRUGGLE/5b94fffdaa1729000192a770_week1_4_struggle.png,10,10,1,1,2026-08-02T16:46:56.779000+00:00
R008,616a8502cf9f59ac63569662,6,P030,week1,,Abyss,participant,metaphor_drawings/ABYSS/66ed3470848a6d95128ef46e_week1_1_abyss.png,8,1,7,2,2026-08-02T16:48:03.505000+00:00
R008,616a8502cf9f59ac63569662,7,P015,week1,,Business,participant,metaphor_drawings/BUSINESS/612aad0cb69fa8ecd2f6edd8_week1_1_business.png,10,3,10,6,2026-08-02T16:48:59.305000+00:00
R008,616a8502cf9f59ac63569662,8,P065,week1,,Energy,participant,metaphor_drawings/ENERGY/69aeee44187fdda005ab835b_week1_1_energy.png,10,3,1,1,2026-08-02T16:49:25.786000+00:00
R008,616a8502cf9f59ac63569662,9,P053,week1,,Contamination,participant,metaphor_drawings/CONTAMINATION/698350e995dad954ab02fd5d_week1_0_contamination.png,10,1,1,1,2026-08-02T16:49:48.089000+00:00
R008,616a8502cf9f59ac63569662,10,P003,week1,,Servant,participant,metaphor_drawings/SERVANT/5b94fffdaa1729000192a770_week1_2_servant.png,10,1,1,1,2026-08-02T16:50:06.608000+00:00
R008,616a8502cf9f59ac63569662,11,P065,week1,,Vision,participant,metaphor_drawings/VISION/69aeee44187fdda005ab835b_week1_2_vision.png,10,1,4,3,2026-08-02T16:50:50.748000+00:00
